lon,lat,common_name,number_found,observation_date,county
-74.1639417,40.5821083,Spotted Lanternfly,1.0,11-Sep-2021,Richmond
-74.1028435,40.5717303,Spotted Lanternfly,1.0,18-Sep-2021,Richmond
-73.9984882,40.7317276,Spotted Lanternfly,1.0,19-Sep-2021,New York
-73.9976672,40.6937797,Spotted Lanternfly,1.0,19-Sep-2021,Kings
-74.0111539,40.7020572,Spotted Lanternfly,1.0,19-Sep-2021,New York
-74.010869,40.7020137,Spotted Lanternfly,1.0,19-Sep-2021,New York
-74.0109445,40.7017538,Spotted Lanternfly,1.0,19-Sep-2021,New York
-73.9948067,40.6577633,Spotted Lanternfly,1.0,18-Sep-2021,Kings
-73.951365,40.791172,Spotted Lanternfly,1.0,11-Sep-2021,New York
-74.0099807,40.7027107,Spotted Lanternfly,1.0,19-Sep-2021,New York
-73.9792243,40.7665906,Spotted Lanternfly,1.0,19-Sep-2021,New York
-73.9511194,40.8167444,Spotted Lanternfly,1.0,18-Sep-2021,New York
-74.0185471,40.7059863,Spotted Lanternfly,1.0,19-Sep-2021,New York
-74.011131,40.7017606,Spotted Lanternfly,1.0,19-Sep-2021,New York
-74.0123222,40.7025944,Spotted Lanternfly,1.0,07-Sep-2021,New York
-73.990825,40.6628278,Spotted Lanternfly,1.0,20-Sep-2021,Kings
-73.9724653,40.7651688,Spotted Lanternfly,1.0,13-Sep-2021,New York
-74.1481333,40.5977556,Spotted Lanternfly,1.0,31-Aug-2021,Richmond
-73.9200084,40.5825937,Spotted Lanternfly,1.0,19-Sep-2021,Kings
-73.9167111,40.5821083,Spotted Lanternfly,1.0,26-Aug-2021,Kings
-73.9791717,40.680725,Spotted Lanternfly,1.0,20-Sep-2021,Kings
-74.0098278,40.72635,Spotted Lanternfly,1.0,12-Sep-2021,New York
-73.9564397,40.7680559,Spotted Lanternfly,1.0,20-Sep-2021,New York
-73.9783917,40.7508083,Spotted Lanternfly,1.0,19-Sep-2021,New York
-73.9736898,40.7547631,Spotted Lanternfly,1.0,19-Sep-2021,New York
-74.000696,40.692329,Spotted Lanternfly,1.0,17-Sep-2021,Kings
-73.9456633,40.721745,Spotted Lanternfly,1.0,21-Sep-2021,Kings
-73.9966905,40.7025548,Spotted Lanternfly,1.0,21-Sep-2021,New York
-73.9245088,40.8486835,Spotted Lanternfly,1.0,21-Sep-2021,Bronx
-73.9908333,40.6628139,Spotted Lanternfly,1.0,21-Sep-2021,Kings
-74.1183931,40.6311341,Spotted Lanternfly,1.0,21-Sep-2021,Richmond
-74.0010528,40.7053861,Spotted Lanternfly,1.0,20-Sep-2021,New York
-74.0923388,40.60593,Spotted Lanternfly,1.0,07-Sep-2021,Richmond
-74.0666888,40.5929367,Spotted Lanternfly,1.0,07-Sep-2021,Richmond
-74.0217916,40.6852359,Spotted Lanternfly,1.0,13-Sep-2021,New York
-73.9907944,40.662825,Spotted Lanternfly,1.0,22-Sep-2021,Kings
-73.9610955,40.7969012,Spotted Lanternfly,1.0,22-Sep-2021,New York
-73.9697717,40.75375,Spotted Lanternfly,1.0,21-Sep-2021,New York
-73.9908472,40.6627139,Spotted Lanternfly,1.0,22-Sep-2021,Kings
-74.1184624,40.6326143,Spotted Lanternfly,1.0,21-Sep-2021,Richmond
-74.0155366,40.7175248,Spotted Lanternfly,1.0,23-Sep-2021,New York
-73.9525896,40.6747574,Spotted Lanternfly,1.0,14-Sep-2021,Kings
-73.8037939,40.690483,Spotted Lanternfly,1.0,24-Sep-2021,Queens
-73.9906833,40.6650611,Spotted Lanternfly,1.0,24-Sep-2021,Kings
-74.015419,40.6928749,Spotted Lanternfly,1.0,24-Sep-2021,New York
-73.9609917,40.7940667,Spotted Lanternfly,1.0,24-Sep-2021,New York
-73.9728518,40.7638349,Spotted Lanternfly,1.0,25-Sep-2021,New York
-74.1691367,40.5717383,Spotted Lanternfly,1.0,24-Sep-2021,Richmond
-73.8729147,40.6405024,Spotted Lanternfly,1.0,24-Sep-2021,Kings
-74.0029972,40.74857,Spotted Lanternfly,1.0,24-Sep-2021,New York
-73.9938367,40.7210217,Spotted Lanternfly,1.0,24-Sep-2021,New York
-73.9763717,40.6707383,Spotted Lanternfly,1.0,19-Sep-2021,Kings
-74.0162972,40.6870717,Spotted Lanternfly,1.0,18-Sep-2021,New York
-74.0086139,40.7094383,Spotted Lanternfly,1.0,07-Sep-2021,New York
-73.9729467,40.7790033,Spotted Lanternfly,1.0,24-Sep-2021,New York
-73.9542551,40.690551,Spotted Lanternfly,1.0,25-Sep-2021,Kings
-73.9666258,40.7859425,Spotted Lanternfly,1.0,21-Aug-2021,New York
-74.025999,40.6853736,Spotted Lanternfly,1.0,25-Sep-2021,New York
-73.9455998,40.6775698,Spotted Lanternfly,1.0,25-Sep-2021,Kings
-73.827286,40.851912,Spotted Lanternfly,1.0,25-Sep-2021,Bronx
-73.8620718,40.6430223,Spotted Lanternfly,1.0,25-Sep-2021,Kings
-73.8811973,40.562605,Spotted Lanternfly,1.0,25-Sep-2021,Queens
-73.9412342,40.8510551,Spotted Lanternfly,1.0,25-Sep-2021,New York
-74.1658599,40.5818451,Spotted Lanternfly,1.0,25-Sep-2021,Richmond
-74.150965,40.5975422,Spotted Lanternfly,1.0,24-Sep-2021,Richmond
-73.9773167,40.7568083,Spotted Lanternfly,1.0,25-Sep-2021,New York
-74.0177284,40.7068918,Spotted Lanternfly,1.0,16-Aug-2021,New York
-73.9995724,40.6947135,Spotted Lanternfly,1.0,19-Sep-2021,Kings
-73.9707028,40.74455,Spotted Lanternfly,1.0,12-Sep-2021,New York
-74.0125411,40.7016887,Spotted Lanternfly,1.0,26-Sep-2021,New York
-74.110604,40.5668621,Spotted Lanternfly,1.0,14-Sep-2021,Richmond
-73.9274533,40.8704417,Spotted Lanternfly,1.0,26-Sep-2021,New York
-74.175672,40.530737,Spotted Lanternfly,1.0,07-Sep-2021,Richmond
-73.99672,40.7026283,Spotted Lanternfly,1.0,21-Sep-2021,New York
-73.9512472,40.8152778,Spotted Lanternfly,1.0,21-Sep-2021,New York
-74.0074695,40.7034133,Spotted Lanternfly,1.0,27-Sep-2021,New York
-74.003654,40.6514053,Spotted Lanternfly,1.0,27-Sep-2021,Kings
-74.0173123,40.6305492,Spotted Lanternfly,1.0,27-Sep-2021,Kings
-73.9741874,40.6920638,Spotted Lanternfly,1.0,18-Sep-2021,Kings
-74.167447,40.602024,Spotted Lanternfly,1.0,11-Sep-2021,Richmond
-73.9584024,40.8244406,Spotted Lanternfly,1.0,27-Sep-2021,New York
-73.9223867,40.6891417,Spotted Lanternfly,1.0,06-Sep-2021,Kings
-73.98147,40.768695,Spotted Lanternfly,1.0,13-Aug-2021,New York
-73.9612967,40.8022883,Spotted Lanternfly,1.0,29-Sep-2021,New York
-73.96488,40.768725,Spotted Lanternfly,1.0,14-Sep-2021,New York
-73.9498401,40.8160933,Spotted Lanternfly,1.0,25-Sep-2021,New York
-73.9680505,40.6427288,Spotted Lanternfly,1.0,01-Oct-2021,Kings
-73.973608,40.685536,Spotted Lanternfly,1.0,01-Oct-2021,Kings
-73.9775749,40.7112977,Spotted Lanternfly,1.0,01-Oct-2021,New York
-73.815846,40.608073,Spotted Lanternfly,1.0,01-Oct-2021,Queens
-73.9729217,40.7791283,Spotted Lanternfly,1.0,01-Oct-2021,New York
-73.8016133,40.5875367,Spotted Lanternfly,1.0,06-Sep-2021,Queens
-73.9216917,40.70865,Spotted Lanternfly,1.0,06-Sep-2021,Kings
-73.9687533,40.78088,Spotted Lanternfly,1.0,06-Sep-2021,New York
-73.938195,40.7477583,Spotted Lanternfly,1.0,06-Sep-2021,Queens
-73.9578094,40.733139,Spotted Lanternfly,1.0,06-Sep-2021,Kings
-74.0394095,40.6154068,Spotted Lanternfly,1.0,06-Sep-2021,Kings
-74.0254685,40.6861194,Spotted Lanternfly,1.0,06-Sep-2021,New York
-73.9438333,40.77538,Spotted Lanternfly,1.0,06-Sep-2021,New York
-73.9746413,40.7763799,Spotted Lanternfly,1.0,06-Sep-2021,New York
-73.980288,40.6603315,Spotted Lanternfly,1.0,05-Sep-2021,Kings
-73.974892,40.7761077,Spotted Lanternfly,1.0,04-Sep-2021,New York
-73.9750057,40.7761382,Spotted Lanternfly,1.0,04-Sep-2021,New York
-73.9514645,40.7588881,Spotted Lanternfly,1.0,04-Sep-2021,New York
-73.8995343,40.5581501,Spotted Lanternfly,1.0,03-Sep-2021,Queens
-74.1657981,40.5988021,Spotted Lanternfly,1.0,06-Sep-2021,Richmond
-73.9745944,40.7763848,Spotted Lanternfly,1.0,03-Sep-2021,New York
-73.971249,40.7830451,Spotted Lanternfly,1.0,03-Sep-2021,New York
-73.9746846,40.7761265,Spotted Lanternfly,1.0,03-Sep-2021,New York
-73.965434,40.782416,Spotted Lanternfly,1.0,03-Sep-2021,New York
-73.9747961,40.7765544,Spotted Lanternfly,1.0,03-Sep-2021,New York
-73.974691,40.7763754,Spotted Lanternfly,1.0,03-Sep-2021,New York
-74.0103389,40.7422467,Spotted Lanternfly,1.0,02-Sep-2021,New York
-73.9796441,40.6784589,Spotted Lanternfly,1.0,06-Sep-2021,Kings
-73.9753038,40.776448,Spotted Lanternfly,1.0,03-Sep-2021,New York
-73.9772169,40.6808897,Spotted Lanternfly,1.0,03-Sep-2021,Kings
-73.9750924,40.7756302,Spotted Lanternfly,1.0,03-Sep-2021,New York
-73.9784896,40.6789706,Spotted Lanternfly,1.0,18-Aug-2021,Kings
-73.9298083,40.75337,Spotted Lanternfly,1.0,03-Sep-2021,Queens
-73.9753668,40.7759461,Spotted Lanternfly,1.0,02-Sep-2021,New York
-73.9976583,40.7306867,Spotted Lanternfly,1.0,01-Sep-2021,New York
-73.9924708,40.6587365,Spotted Lanternfly,1.0,02-Sep-2021,Kings
-73.9848111,40.6525472,Spotted Lanternfly,1.0,31-Aug-2021,Kings
-73.9861667,40.6517917,Spotted Lanternfly,1.0,31-Aug-2021,Kings
-73.9661012,40.787909,Spotted Lanternfly,1.0,31-Aug-2021,New York
-73.9748002,40.7761838,Spotted Lanternfly,1.0,31-Aug-2021,New York
-73.9861667,40.6519139,Spotted Lanternfly,1.0,31-Aug-2021,Kings
-73.9749158,40.7762446,Spotted Lanternfly,1.0,31-Aug-2021,New York
-73.9861444,40.6519306,Spotted Lanternfly,1.0,31-Aug-2021,Kings
-73.9860306,40.6519667,Spotted Lanternfly,1.0,31-Aug-2021,Kings
-73.9861528,40.6519278,Spotted Lanternfly,1.0,31-Aug-2021,Kings
-73.9999917,40.595245,Spotted Lanternfly,1.0,25-Aug-2021,Kings
-73.9657901,40.787878,Spotted Lanternfly,1.0,31-Aug-2021,New York
-74.2444839,40.4928093,Spotted Lanternfly,1.0,31-Aug-2021,Richmond
-73.9923865,40.6755922,Spotted Lanternfly,1.0,30-Aug-2021,Kings
-73.9659639,40.7879639,Spotted Lanternfly,1.0,31-Aug-2021,New York
-73.9236388,40.8585653,Spotted Lanternfly,1.0,31-Aug-2021,New York
-73.9592017,40.788674,Spotted Lanternfly,1.0,31-Aug-2021,New York
-73.9659285,40.787975,Spotted Lanternfly,1.0,31-Aug-2021,New York
-74.0191435,40.7068553,Spotted Lanternfly,1.0,31-Aug-2021,New York
-73.9430318,40.7431933,Spotted Lanternfly,1.0,28-Aug-2021,Queens
-73.9748294,40.7764397,Spotted Lanternfly,1.0,28-Aug-2021,New York
-74.1733283,40.5862917,Spotted Lanternfly,1.0,30-Aug-2021,Richmond
-73.9639832,40.6513057,Spotted Lanternfly,1.0,29-Aug-2021,Kings
-74.0246003,40.68683,Spotted Lanternfly,1.0,29-Aug-2021,New York
-74.0117604,40.7130926,Spotted Lanternfly,1.0,29-Aug-2021,New York
-74.0117604,40.7130926,Spotted Lanternfly,1.0,29-Aug-2021,New York
-74.0916369,40.6453484,Spotted Lanternfly,1.0,30-Aug-2021,Richmond
-74.1733667,40.5863216,Spotted Lanternfly,1.0,30-Aug-2021,Richmond
-73.9431533,40.8105717,Spotted Lanternfly,1.0,28-Aug-2021,New York
-73.968647,40.6732594,Spotted Lanternfly,1.0,29-Aug-2021,Kings
-73.9749411,40.7764203,Spotted Lanternfly,1.0,28-Aug-2021,New York
-73.9748766,40.7764756,Spotted Lanternfly,1.0,28-Aug-2021,New York
-73.9686631,40.7792658,Spotted Lanternfly,1.0,28-Aug-2021,New York
-74.1524105,40.560329,Spotted Lanternfly,1.0,28-Aug-2021,Richmond
-73.97485,40.77651,Spotted Lanternfly,1.0,28-Aug-2021,New York
-73.9745636,40.7763962,Spotted Lanternfly,1.0,28-Aug-2021,New York
-73.9699783,40.77997,Spotted Lanternfly,1.0,28-Aug-2021,New York
-73.9379967,40.7518967,Spotted Lanternfly,1.0,28-Aug-2021,Queens
-73.9669333,40.702075,Spotted Lanternfly,1.0,26-Aug-2021,Kings
-73.9901967,40.690705,Spotted Lanternfly,1.0,26-Aug-2021,Kings
-74.0214612,40.6908133,Spotted Lanternfly,1.0,25-Aug-2021,New York
-73.954375,40.8058383,Spotted Lanternfly,1.0,29-Aug-2021,New York
-73.9829597,40.6947031,Spotted Lanternfly,1.0,29-Aug-2021,Kings
-74.245545,40.506195,Spotted Lanternfly,1.0,29-Aug-2021,Richmond
-73.9943461,40.6463832,Spotted Lanternfly,1.0,26-Aug-2021,Kings
-74.0134111,40.7005217,Spotted Lanternfly,1.0,26-Aug-2021,New York
-73.9887538,40.7485983,Spotted Lanternfly,1.0,26-Aug-2021,New York
-73.9519667,40.778225,Spotted Lanternfly,1.0,26-Aug-2021,New York
-73.9744299,40.7589215,Spotted Lanternfly,1.0,25-Aug-2021,New York
-73.9753283,40.7404883,Spotted Lanternfly,1.0,26-Aug-2021,New York
-73.9430917,40.8105667,Spotted Lanternfly,1.0,26-Aug-2021,New York
-73.9774104,40.688221,Spotted Lanternfly,1.0,26-Aug-2021,Kings
-74.020325,40.6916467,Spotted Lanternfly,1.0,26-Aug-2021,New York
-73.9419398,40.575551,Spotted Lanternfly,1.0,24-Aug-2021,Kings
-74.0063414,40.7596187,Spotted Lanternfly,1.0,25-Aug-2021,New York
-74.159425,40.55487,Spotted Lanternfly,1.0,25-Aug-2021,Richmond
-74.004968,40.723058,Spotted Lanternfly,1.0,25-Aug-2021,New York
-74.1594167,40.5548883,Spotted Lanternfly,1.0,25-Aug-2021,Richmond
-73.9994843,40.7622504,Spotted Lanternfly,1.0,25-Aug-2021,New York
-73.9884095,40.7589374,Spotted Lanternfly,1.0,25-Aug-2021,New York
-73.9747049,40.7763504,Spotted Lanternfly,1.0,24-Aug-2021,New York
-74.080173,40.6288196,Spotted Lanternfly,1.0,24-Aug-2021,Richmond
-73.9746951,40.7763465,Spotted Lanternfly,1.0,24-Aug-2021,New York
-73.9747361,40.776187,Spotted Lanternfly,1.0,24-Aug-2021,New York
-73.9749631,40.7762296,Spotted Lanternfly,1.0,24-Aug-2021,New York
-73.9546087,40.8255609,Spotted Lanternfly,1.0,24-Aug-2021,New York
-74.2533059,40.5034828,Spotted Lanternfly,1.0,24-Aug-2021,Richmond
-73.9747043,40.7765105,Spotted Lanternfly,1.0,24-Aug-2021,New York
-73.9747734,40.7765033,Spotted Lanternfly,1.0,24-Aug-2021,New York
-73.9748407,40.7763991,Spotted Lanternfly,1.0,24-Aug-2021,New York
-73.9747988,40.7762762,Spotted Lanternfly,1.0,24-Aug-2021,New York
-73.9745871,40.7766144,Spotted Lanternfly,1.0,24-Aug-2021,New York
-73.9819573,40.7755724,Spotted Lanternfly,1.0,03-Aug-2022,New York
-73.9745613,40.7760202,Spotted Lanternfly,1.0,20-Aug-2021,New York
-73.995361,40.649476,Spotted Lanternfly,1.0,19-Aug-2021,Kings
-73.9741874,40.6920638,Spotted Lanternfly,1.0,20-Aug-2021,Kings
-73.9743678,40.7761975,Spotted Lanternfly,1.0,20-Aug-2021,New York
-73.9889533,40.6594917,Spotted Lanternfly,1.0,21-Aug-2021,Kings
-73.950195,40.8159633,Spotted Lanternfly,1.0,20-Aug-2021,New York
-73.959625,40.7324617,Spotted Lanternfly,1.0,18-Aug-2021,Kings
-74.1187138,40.619325,Spotted Lanternfly,1.0,18-Aug-2021,Richmond
-74.0151417,40.7114417,Spotted Lanternfly,1.0,19-Aug-2021,New York
-73.9796173,40.7779753,Spotted Lanternfly,1.0,18-Aug-2021,New York
-73.9245133,40.8561333,Spotted Lanternfly,1.0,04-Aug-2021,New York
-73.9889967,40.6586417,Spotted Lanternfly,1.0,18-Aug-2021,Kings
-73.9833167,40.6916389,Spotted Lanternfly,1.0,16-Aug-2021,Kings
-73.9596033,40.8013583,Spotted Lanternfly,1.0,17-Aug-2021,New York
-73.9555861,40.7935639,Spotted Lanternfly,1.0,11-Sep-2021,New York
-74.0111,40.7134033,Spotted Lanternfly,1.0,12-Aug-2021,New York
-73.8284391,40.5787932,Spotted Lanternfly,1.0,14-Aug-2021,Queens
-73.9571222,40.7476702,Spotted Lanternfly,1.0,15-Aug-2021,Queens
-73.8927305,40.8970086,Spotted Lanternfly,1.0,15-Aug-2021,Bronx
-73.9508883,40.76877,Spotted Lanternfly,1.0,15-Aug-2021,New York
-73.9355917,40.6035217,Spotted Lanternfly,1.0,15-Aug-2021,Kings
-73.8565343,40.8630998,Spotted Lanternfly,1.0,15-Aug-2021,Bronx
-73.9966283,40.7159217,Spotted Lanternfly,1.0,14-Aug-2021,New York
-73.995705,40.6488583,Spotted Lanternfly,1.0,17-Aug-2021,Kings
-73.994355,40.6563533,Spotted Lanternfly,1.0,03-Aug-2021,Kings
-73.9944167,40.656395,Spotted Lanternfly,1.0,16-Aug-2021,Kings
-74.2074762,40.5427911,Spotted Lanternfly,1.0,07-Aug-2021,Richmond
-74.1854269,40.5415922,Spotted Lanternfly,1.0,14-Aug-2021,Richmond
-74.013031,40.6740112,Spotted Lanternfly,1.0,14-Aug-2021,Kings
-73.8318224,40.5839769,Spotted Lanternfly,1.0,13-Aug-2021,Queens
-73.8083772,40.5842232,Spotted Lanternfly,1.0,14-Aug-2021,Queens
-73.949832,40.8327429,Spotted Lanternfly,1.0,14-Aug-2021,New York
-74.0057361,40.7151417,Spotted Lanternfly,1.0,13-Aug-2021,New York
-74.1670846,40.5941097,Spotted Lanternfly,1.0,14-Aug-2021,Richmond
-73.9577376,40.8223556,Spotted Lanternfly,1.0,13-Aug-2021,New York
-73.9507463,40.815881,Spotted Lanternfly,1.0,13-Aug-2021,New York
-73.9718167,40.7436,Spotted Lanternfly,1.0,13-Aug-2021,New York
-73.9569783,40.74433,Spotted Lanternfly,1.0,11-Aug-2021,Queens
-73.9977333,40.7614667,Spotted Lanternfly,1.0,12-Aug-2021,New York
-73.826768,40.860993,Spotted Lanternfly,1.0,10-Aug-2021,Bronx
-73.9893551,40.7735091,Spotted Lanternfly,1.0,12-Aug-2021,New York
-73.9916472,40.7508849,Spotted Lanternfly,1.0,12-Aug-2021,New York
-74.0003583,40.7546917,Spotted Lanternfly,1.0,09-Aug-2021,New York
-74.0993232,40.5599613,Spotted Lanternfly,1.0,07-Aug-2021,Richmond
-73.9697128,40.7852721,Spotted Lanternfly,1.0,10-Aug-2021,New York
-73.9647613,40.8131535,Spotted Lanternfly,1.0,10-Aug-2021,New York
-74.0136195,40.702255,Spotted Lanternfly,1.0,10-Aug-2021,New York
-73.9177833,40.8768556,Spotted Lanternfly,1.0,06-Aug-2021,Bronx
-73.9664374,40.8041401,Spotted Lanternfly,1.0,07-Aug-2021,New York
-73.9734117,40.79238,Spotted Lanternfly,1.0,03-Aug-2021,New York
-73.9928883,40.773095,Spotted Lanternfly,1.0,06-Aug-2021,New York
-73.9736459,40.7661849,Spotted Lanternfly,1.0,07-Aug-2021,New York
-73.9598389,40.7283944,Spotted Lanternfly,1.0,07-Aug-2021,Kings
-73.9699691,40.5744046,Spotted Lanternfly,1.0,07-Aug-2021,Kings
-74.0101951,40.7107044,Spotted Lanternfly,1.0,08-Aug-2021,New York
-73.9532178,40.7967544,Spotted Lanternfly,1.0,08-Aug-2021,New York
-74.1616258,40.6068181,Spotted Lanternfly,1.0,06-Aug-2021,Richmond
-73.9236103,40.8763561,Spotted Lanternfly,1.0,18-Sep-2021,New York
-73.9390446,40.8350065,Spotted Lanternfly,1.0,13-Jul-2022,New York
-74.1461339,40.5410624,Spotted Lanternfly,1.0,01-Oct-2020,Richmond
-74.1057139,40.5580306,Spotted Lanternfly,1.0,07-Sep-2020,Richmond
-73.9505828,40.716643,Spotted Lanternfly,1.0,12-Sep-2020,Kings
-73.9599377,40.8156055,Spotted Lanternfly,1.0,20-Sep-2022,New York
-73.9504584,40.6593568,Spotted Lanternfly,1.0,19-Sep-2022,Kings
-73.957018,40.7447139,Spotted Lanternfly,1.0,15-Sep-2022,Queens
-73.9572884,40.7452638,Spotted Lanternfly,1.0,15-Sep-2022,Queens
-73.9571023,40.7445963,Spotted Lanternfly,1.0,15-Sep-2022,Queens
-73.9572469,40.7446585,Spotted Lanternfly,1.0,15-Sep-2022,Queens
-73.9571146,40.7446256,Spotted Lanternfly,1.0,15-Sep-2022,Queens
-73.9557117,40.7444013,Spotted Lanternfly,1.0,15-Sep-2022,Queens
-73.9589712,40.7437368,Spotted Lanternfly,1.0,15-Sep-2022,Queens
-73.9550246,40.7476174,Spotted Lanternfly,1.0,15-Sep-2022,Queens
-73.9568637,40.746151,Spotted Lanternfly,1.0,15-Sep-2022,Queens
-73.9748888,40.7762167,Spotted Lanternfly,1.0,02-Sep-2021,New York
-73.9982354,40.7532928,Spotted Lanternfly,1.0,25-Aug-2022,New York
-73.9119676,40.8796596,Spotted Lanternfly,1.0,25-Aug-2022,Bronx
-74.0015046,40.754644,Spotted Lanternfly,1.0,28-Aug-2022,New York
-73.9812969,40.7703829,Spotted Lanternfly,1.0,26-Aug-2022,New York
-73.9579539,40.7438026,Spotted Lanternfly,1.0,29-Aug-2022,Queens
-73.934969,40.5443079,Spotted Lanternfly,1.0,25-Aug-2021,Queens
-73.9821419,40.7733313,Spotted Lanternfly,1.0,12-Aug-2022,New York
-73.97663,40.7378667,Spotted Lanternfly,1.0,07-Sep-2021,New York
-74.0128333,40.7133533,Spotted Lanternfly,1.0,07-Sep-2021,New York
-74.0125711,40.7114358,Spotted Lanternfly,1.0,07-Sep-2021,New York
-73.9973831,40.7524376,Spotted Lanternfly,1.0,07-Sep-2021,New York
-74.0111385,40.709907,Spotted Lanternfly,1.0,07-Sep-2021,New York
-73.9654472,40.7871778,Spotted Lanternfly,1.0,07-Sep-2021,New York
-73.9662944,40.78685,Spotted Lanternfly,1.0,07-Sep-2021,New York
-73.9685222,40.7808889,Spotted Lanternfly,1.0,07-Sep-2021,New York
-73.9666222,40.788175,Spotted Lanternfly,1.0,07-Sep-2021,New York
-73.9658056,40.7878417,Spotted Lanternfly,1.0,07-Sep-2021,New York
-73.9908051,40.6627953,Spotted Lanternfly,1.0,08-Sep-2021,Kings
-74.0063556,40.749375,Spotted Lanternfly,1.0,07-Sep-2021,New York
-74.0108028,40.73837,Spotted Lanternfly,1.0,07-Sep-2021,New York
-73.9458771,40.8103983,Spotted Lanternfly,1.0,08-Sep-2021,New York
-73.9432044,40.7344259,Spotted Lanternfly,1.0,07-Sep-2021,Kings
-73.9526913,40.6317387,Spotted Lanternfly,1.0,08-Sep-2021,Kings
-73.9748989,40.7761411,Spotted Lanternfly,1.0,08-Sep-2021,New York
-73.9748526,40.7761196,Spotted Lanternfly,1.0,08-Sep-2021,New York
-73.9748585,40.7762761,Spotted Lanternfly,1.0,08-Sep-2021,New York
-73.9750038,40.7761513,Spotted Lanternfly,1.0,08-Sep-2021,New York
-74.0159139,40.7092133,Spotted Lanternfly,1.0,09-Sep-2021,New York
-74.0166639,40.7160867,Spotted Lanternfly,1.0,08-Sep-2021,New York
-74.006517,40.7515973,Spotted Lanternfly,1.0,08-Sep-2021,New York
-74.0150611,40.7163,Spotted Lanternfly,1.0,08-Sep-2021,New York
-74.0150139,40.7164833,Spotted Lanternfly,1.0,08-Sep-2021,New York
-74.016075,40.7160333,Spotted Lanternfly,1.0,08-Sep-2021,New York
-74.0167167,40.71633,Spotted Lanternfly,1.0,08-Sep-2021,New York
-74.0158778,40.717495,Spotted Lanternfly,1.0,08-Sep-2021,New York
-74.0155722,40.717555,Spotted Lanternfly,1.0,08-Sep-2021,New York
-74.0154111,40.717495,Spotted Lanternfly,1.0,08-Sep-2021,New York
-74.0150389,40.7173083,Spotted Lanternfly,1.0,08-Sep-2021,New York
-74.0154417,40.7173117,Spotted Lanternfly,1.0,08-Sep-2021,New York
-74.0154111,40.7172783,Spotted Lanternfly,1.0,08-Sep-2021,New York
-74.0153583,40.7172883,Spotted Lanternfly,1.0,08-Sep-2021,New York
-73.9819299,40.7690832,Spotted Lanternfly,1.0,09-Sep-2021,New York
-73.956608,40.692826,Spotted Lanternfly,1.0,10-Sep-2021,Kings
