lon,lat,observation_date,county,Spotted Lanternfly
-73.974892,40.7761077,04-Sep-2021,New York,1
-73.9750057,40.7761382,04-Sep-2021,New York,1
-73.9514645,40.7588881,04-Sep-2021,New York,1
-73.8995343,40.5581501,03-Sep-2021,Queens,1
-74.1657981,40.5988021,06-Sep-2021,Richmond,1
-73.9745944,40.7763848,03-Sep-2021,New York,1
-73.971249,40.7830451,03-Sep-2021,New York,1
-73.9746846,40.7761265,03-Sep-2021,New York,1
-73.965434,40.782416,03-Sep-2021,New York,1
-73.9747961,40.7765544,03-Sep-2021,New York,1
-73.974691,40.7763754,03-Sep-2021,New York,1
-74.0103389,40.7422467,02-Sep-2021,New York,1
-73.9796441,40.6784589,06-Sep-2021,Kings,1
-73.9753038,40.776448,03-Sep-2021,New York,1
-73.9772169,40.6808897,03-Sep-2021,Kings,1
-73.9750924,40.7756302,03-Sep-2021,New York,1
-73.9784896,40.6789706,18-Aug-2021,Kings,1
-73.9298083,40.75337,03-Sep-2021,Queens,1
-73.9753668,40.7759461,02-Sep-2021,New York,1
-73.9976583,40.7306867,01-Sep-2021,New York,1
-73.9924708,40.6587365,02-Sep-2021,Kings,1
-73.9848111,40.6525472,31-Aug-2021,Kings,1
-73.9861667,40.6517917,31-Aug-2021,Kings,1
-73.9661012,40.787909,31-Aug-2021,New York,1
-73.9748002,40.7761838,31-Aug-2021,New York,1
-73.9861667,40.6519139,31-Aug-2021,Kings,1
-73.9749158,40.7762446,31-Aug-2021,New York,1
-73.9861444,40.6519306,31-Aug-2021,Kings,1
-73.9860306,40.6519667,31-Aug-2021,Kings,1
-73.9861528,40.6519278,31-Aug-2021,Kings,1
-73.9999917,40.595245,25-Aug-2021,Kings,1
-73.9657901,40.787878,31-Aug-2021,New York,1
-74.2444839,40.4928093,31-Aug-2021,Richmond,1
-73.9923865,40.6755922,30-Aug-2021,Kings,1
-73.9659639,40.7879639,31-Aug-2021,New York,1
-73.9236388,40.8585653,31-Aug-2021,New York,1
-73.9592017,40.788674,31-Aug-2021,New York,1
-73.9659285,40.787975,31-Aug-2021,New York,1
-74.0191435,40.7068553,31-Aug-2021,New York,1
-73.9430318,40.7431933,28-Aug-2021,Queens,1
-73.9748294,40.7764397,28-Aug-2021,New York,1
-74.1733283,40.5862917,30-Aug-2021,Richmond,1
-73.9639832,40.6513057,29-Aug-2021,Kings,1
-74.0246003,40.68683,29-Aug-2021,New York,1
-74.0117604,40.7130926,29-Aug-2021,New York,1
-74.0117604,40.7130926,29-Aug-2021,New York,1
-74.0916369,40.6453484,30-Aug-2021,Richmond,1
-74.1733667,40.5863216,30-Aug-2021,Richmond,1
-73.9431533,40.8105717,28-Aug-2021,New York,1
-73.968647,40.6732594,29-Aug-2021,Kings,1
-73.9749411,40.7764203,28-Aug-2021,New York,1
-73.9748766,40.7764756,28-Aug-2021,New York,1
-73.9686631,40.7792658,28-Aug-2021,New York,1
-74.1524105,40.560329,28-Aug-2021,Richmond,1
-73.97485,40.77651,28-Aug-2021,New York,1
-73.9745636,40.7763962,28-Aug-2021,New York,1
-73.9699783,40.77997,28-Aug-2021,New York,1
-73.9379967,40.7518967,28-Aug-2021,Queens,1
-73.9669333,40.702075,26-Aug-2021,Kings,1
-73.9901967,40.690705,26-Aug-2021,Kings,1
-74.0214612,40.6908133,25-Aug-2021,New York,1
-73.954375,40.8058383,29-Aug-2021,New York,1
-73.9829597,40.6947031,29-Aug-2021,Kings,1
-74.245545,40.506195,29-Aug-2021,Richmond,1
-73.9943461,40.6463832,26-Aug-2021,Kings,1
-74.0134111,40.7005217,26-Aug-2021,New York,1
-73.9887538,40.7485983,26-Aug-2021,New York,1
-73.9519667,40.778225,26-Aug-2021,New York,1
-73.9744299,40.7589215,25-Aug-2021,New York,1
-73.9753283,40.7404883,26-Aug-2021,New York,1
-73.9430917,40.8105667,26-Aug-2021,New York,1
-73.9774104,40.688221,26-Aug-2021,Kings,1
-74.020325,40.6916467,26-Aug-2021,New York,1
-73.9419398,40.575551,24-Aug-2021,Kings,1
-74.0063414,40.7596187,25-Aug-2021,New York,1
-74.159425,40.55487,25-Aug-2021,Richmond,1
-74.004968,40.723058,25-Aug-2021,New York,1
-74.1594167,40.5548883,25-Aug-2021,Richmond,1
-73.9994843,40.7622504,25-Aug-2021,New York,1
-73.9884095,40.7589374,25-Aug-2021,New York,1
-73.9747049,40.7763504,24-Aug-2021,New York,1
-74.080173,40.6288196,24-Aug-2021,Richmond,1
-73.9746951,40.7763465,24-Aug-2021,New York,1
-73.9747361,40.776187,24-Aug-2021,New York,1
-73.9749631,40.7762296,24-Aug-2021,New York,1
-73.9546087,40.8255609,24-Aug-2021,New York,1
-74.2533059,40.5034828,24-Aug-2021,Richmond,1
-73.9747043,40.7765105,24-Aug-2021,New York,1
-73.9747734,40.7765033,24-Aug-2021,New York,1
-73.9748407,40.7763991,24-Aug-2021,New York,1
-73.9747988,40.7762762,24-Aug-2021,New York,1
-73.9745871,40.7766144,24-Aug-2021,New York,1
-73.9819573,40.7755724,03-Aug-2022,New York,1
-73.9745613,40.7760202,20-Aug-2021,New York,1
-73.995361,40.649476,19-Aug-2021,Kings,1
-73.9741874,40.6920638,20-Aug-2021,Kings,1
-73.9743678,40.7761975,20-Aug-2021,New York,1
-73.9889533,40.6594917,21-Aug-2021,Kings,1
-73.950195,40.8159633,20-Aug-2021,New York,1
-73.959625,40.7324617,18-Aug-2021,Kings,1
-74.1187138,40.619325,18-Aug-2021,Richmond,1
-74.0151417,40.7114417,19-Aug-2021,New York,1
-73.9796173,40.7779753,18-Aug-2021,New York,1
-73.9245133,40.8561333,04-Aug-2021,New York,1
-73.9889967,40.6586417,18-Aug-2021,Kings,1
-73.9833167,40.6916389,16-Aug-2021,Kings,1
-73.9596033,40.8013583,17-Aug-2021,New York,1
-73.9555861,40.7935639,11-Sep-2021,New York,1
-74.0111,40.7134033,12-Aug-2021,New York,1
-73.8284391,40.5787932,14-Aug-2021,Queens,1
-73.9571222,40.7476702,15-Aug-2021,Queens,1
-73.8927305,40.8970086,15-Aug-2021,Bronx,1
-73.9508883,40.76877,15-Aug-2021,New York,1
-73.9355917,40.6035217,15-Aug-2021,Kings,1
-73.8565343,40.8630998,15-Aug-2021,Bronx,1
-73.9966283,40.7159217,14-Aug-2021,New York,1
-73.995705,40.6488583,17-Aug-2021,Kings,1
-73.994355,40.6563533,03-Aug-2021,Kings,1
-73.9944167,40.656395,16-Aug-2021,Kings,1
-74.2074762,40.5427911,07-Aug-2021,Richmond,1
-74.1854269,40.5415922,14-Aug-2021,Richmond,1
-74.013031,40.6740112,14-Aug-2021,Kings,1
-73.8318224,40.5839769,13-Aug-2021,Queens,1
-73.8083772,40.5842232,14-Aug-2021,Queens,1
-73.949832,40.8327429,14-Aug-2021,New York,1
-74.0057361,40.7151417,13-Aug-2021,New York,1
-74.1670846,40.5941097,14-Aug-2021,Richmond,1
-73.9577376,40.8223556,13-Aug-2021,New York,1
-73.9507463,40.815881,13-Aug-2021,New York,1
-73.9718167,40.7436,13-Aug-2021,New York,1
-73.9569783,40.74433,11-Aug-2021,Queens,1
-73.9977333,40.7614667,12-Aug-2021,New York,1
-73.826768,40.860993,10-Aug-2021,Bronx,1
-73.9893551,40.7735091,12-Aug-2021,New York,1
-73.9916472,40.7508849,12-Aug-2021,New York,1
-74.0003583,40.7546917,09-Aug-2021,New York,1
-74.0993232,40.5599613,07-Aug-2021,Richmond,1
-73.9697128,40.7852721,10-Aug-2021,New York,1
-73.9647613,40.8131535,10-Aug-2021,New York,1
-74.0136195,40.702255,10-Aug-2021,New York,1
-73.9177833,40.8768556,06-Aug-2021,Bronx,1
-73.9664374,40.8041401,07-Aug-2021,New York,1
-73.9734117,40.79238,03-Aug-2021,New York,1
-73.9928883,40.773095,06-Aug-2021,New York,1
-73.9736459,40.7661849,07-Aug-2021,New York,1
-73.9598389,40.7283944,07-Aug-2021,Kings,1
-73.9699691,40.5744046,07-Aug-2021,Kings,1
-74.0101951,40.7107044,08-Aug-2021,New York,1
-73.9532178,40.7967544,08-Aug-2021,New York,1
-74.1616258,40.6068181,06-Aug-2021,Richmond,1
-73.9236103,40.8763561,18-Sep-2021,New York,1
-73.9390446,40.8350065,13-Jul-2022,New York,1
-74.1461339,40.5410624,01-Oct-2020,Richmond,1
-74.1057139,40.5580306,07-Sep-2020,Richmond,1
-73.9505828,40.716643,12-Sep-2020,Kings,1
-73.9599377,40.8156055,20-Sep-2022,New York,1
-73.9504584,40.6593568,19-Sep-2022,Kings,1
-73.957018,40.7447139,15-Sep-2022,Queens,1
-73.9572884,40.7452638,15-Sep-2022,Queens,1
-73.9571023,40.7445963,15-Sep-2022,Queens,1
-73.9572469,40.7446585,15-Sep-2022,Queens,1
-73.9571146,40.7446256,15-Sep-2022,Queens,1
-73.9557117,40.7444013,15-Sep-2022,Queens,1
-73.9589712,40.7437368,15-Sep-2022,Queens,1
-73.9550246,40.7476174,15-Sep-2022,Queens,1
-73.9568637,40.746151,15-Sep-2022,Queens,1
-73.9748888,40.7762167,02-Sep-2021,New York,1
-73.9982354,40.7532928,25-Aug-2022,New York,1
-73.9119676,40.8796596,25-Aug-2022,Bronx,1
-74.0015046,40.754644,28-Aug-2022,New York,1
-73.9812969,40.7703829,26-Aug-2022,New York,1
-73.9579539,40.7438026,29-Aug-2022,Queens,1
-73.934969,40.5443079,25-Aug-2021,Queens,1
-73.9821419,40.7733313,12-Aug-2022,New York,1
-73.97663,40.7378667,07-Sep-2021,New York,1
-74.0128333,40.7133533,07-Sep-2021,New York,1
-74.0125711,40.7114358,07-Sep-2021,New York,1
-73.9973831,40.7524376,07-Sep-2021,New York,1
-74.0111385,40.709907,07-Sep-2021,New York,1
-73.9654472,40.7871778,07-Sep-2021,New York,1
-73.9662944,40.78685,07-Sep-2021,New York,1
-73.9685222,40.7808889,07-Sep-2021,New York,1
-73.9666222,40.788175,07-Sep-2021,New York,1
-73.9658056,40.7878417,07-Sep-2021,New York,1
-73.9908051,40.6627953,08-Sep-2021,Kings,1
-74.0063556,40.749375,07-Sep-2021,New York,1
-74.0108028,40.73837,07-Sep-2021,New York,1
-73.9458771,40.8103983,08-Sep-2021,New York,1
-73.9432044,40.7344259,07-Sep-2021,Kings,1
-73.9526913,40.6317387,08-Sep-2021,Kings,1
-73.9748989,40.7761411,08-Sep-2021,New York,1
-73.9748526,40.7761196,08-Sep-2021,New York,1
-73.9748585,40.7762761,08-Sep-2021,New York,1
-73.9750038,40.7761513,08-Sep-2021,New York,1
-74.0159139,40.7092133,09-Sep-2021,New York,1
-74.0166639,40.7160867,08-Sep-2021,New York,1
-74.006517,40.7515973,08-Sep-2021,New York,1
-74.0150611,40.7163,08-Sep-2021,New York,1
-74.0150139,40.7164833,08-Sep-2021,New York,1
-74.016075,40.7160333,08-Sep-2021,New York,1
-74.0167167,40.71633,08-Sep-2021,New York,1
-74.0158778,40.717495,08-Sep-2021,New York,1
-74.0155722,40.717555,08-Sep-2021,New York,1
-74.0154111,40.717495,08-Sep-2021,New York,1
-74.0150389,40.7173083,08-Sep-2021,New York,1
-74.0154417,40.7173117,08-Sep-2021,New York,1
-74.0154111,40.7172783,08-Sep-2021,New York,1
-74.0153583,40.7172883,08-Sep-2021,New York,1
-73.9819299,40.7690832,09-Sep-2021,New York,1
-73.956608,40.692826,10-Sep-2021,Kings,1
-74.0171661,40.7090988,10-Sep-2021,New York,1
-74.0143758,40.7034904,07-Sep-2021,New York,1
-73.9746314,40.7662257,10-Oct-2021,New York,1
-73.9687868,40.7810534,11-Oct-2021,New York,1
-74.1658408,40.5987819,11-Oct-2021,Richmond,1
-73.9686489,40.781151,11-Oct-2021,New York,1
-73.9305284,40.598305,11-Oct-2021,Kings,1
-73.9819876,40.7693656,03-Oct-2021,New York,1
-73.9885717,40.6593383,05-Oct-2021,Kings,1
-73.9916694,40.7628028,05-Oct-2021,New York,1
-73.9786162,40.7409445,06-Oct-2021,New York,1
-73.9772235,40.7364962,03-Oct-2021,New York,1
-73.9662873,40.7867018,03-Oct-2021,New York,1
-73.9650731,40.7856088,03-Oct-2021,New York,1
-73.9677491,40.7859495,03-Oct-2021,New York,1
-73.87638,40.856505,03-Oct-2021,Bronx,1
-73.96865,40.7810383,01-Oct-2021,New York,1
-73.916244,40.7032553,02-Oct-2021,Kings,1
-73.9705719,40.7866353,02-Oct-2021,New York,1
-73.9305644,40.598312,02-Oct-2021,Kings,1
-73.9521797,40.7467131,03-Oct-2021,Queens,1
-73.9806398,40.7666281,03-Oct-2021,New York,1
-73.9685022,40.78125,01-Oct-2021,New York,1
-73.9849322,40.779283,29-Sep-2021,New York,1
-74.139567,40.5996624,12-Sep-2021,Richmond,1
-73.968647,40.7809155,29-Sep-2021,New York,1
-73.9689828,40.7805312,29-Sep-2021,New York,1
-73.9687742,40.7810003,29-Sep-2021,New York,1
-73.9686277,40.7808983,29-Sep-2021,New York,1
-73.9581907,40.8249707,26-Sep-2021,New York,1
-73.9686039,40.7810838,27-Sep-2021,New York,1
-73.9683633,40.7810211,27-Sep-2021,New York,1
-73.9687324,40.781104,27-Sep-2021,New York,1
-74.1964911,40.5507244,18-Sep-2021,Richmond,1
-73.9686433,40.781028,27-Sep-2021,New York,1
-73.9663782,40.7867508,27-Sep-2021,New York,1
-73.9664057,40.7867324,27-Sep-2021,New York,1
-74.0463447,40.6908334,27-Sep-2021,New York,1
-73.9664057,40.7867324,27-Sep-2021,New York,1
-74.0463447,40.6908334,27-Sep-2021,New York,1
-74.0446033,40.690471,27-Sep-2021,New York,1
-73.9663776,40.7867242,27-Sep-2021,New York,1
-73.9663912,40.7867523,27-Sep-2021,New York,1
-74.0452005,40.6907041,27-Sep-2021,New York,1
-73.968478,40.7810252,26-Sep-2021,New York,1
-73.9689393,40.7808133,26-Sep-2021,New York,1
-73.9687383,40.7804764,26-Sep-2021,New York,1
-73.903042,40.775783,26-Sep-2021,Queens,1
-73.9873139,40.6926222,16-Sep-2021,Kings,1
-73.9567867,40.74613,18-Sep-2021,Queens,1
-73.9200367,40.7992833,23-Sep-2021,New York,1
-73.920075,40.7993467,23-Sep-2021,New York,1
-73.96985,40.675955,23-Sep-2021,Kings,1
-73.9685217,40.7810667,20-Sep-2021,New York,1
-73.9685667,40.78122,20-Sep-2021,New York,1
-73.9597363,40.783858,22-Sep-2021,New York,1
-73.996032,40.6819169,22-Sep-2021,Kings,1
-73.9598526,40.7837407,22-Sep-2021,New York,1
-73.9900667,40.7328033,21-Sep-2021,New York,1
-74.0184167,40.707225,21-Sep-2021,New York,1
-74.1072167,40.6419417,20-Sep-2021,Richmond,1
-73.9662057,40.7867868,21-Sep-2021,New York,1
-73.9898553,40.7706616,21-Sep-2021,New York,1
-73.9286033,40.8487083,21-Sep-2021,New York,1
-73.9662478,40.7867976,21-Sep-2021,New York,1
-73.9821694,40.7764222,20-Sep-2021,New York,1
-74.0157917,40.7151633,21-Sep-2021,New York,1
-73.9505544,40.7822827,20-Sep-2021,New York,1
-74.0448833,40.6893583,20-Sep-2021,New York,1
-73.8665838,40.6398579,18-Sep-2021,Kings,1
-74.0685934,40.5855497,18-Sep-2021,Richmond,1
-73.9872133,40.6937867,20-Sep-2021,Kings,1
-73.9684493,40.7771542,19-Sep-2021,New York,1
-73.99288,40.6800117,17-Sep-2021,Kings,1
-73.9685107,40.7769824,19-Sep-2021,New York,1
-74.0058823,40.7060204,18-Sep-2021,New York,1
-73.9589457,40.7436829,19-Sep-2021,Queens,1
-73.9658008,40.7879601,16-Sep-2021,New York,1
-73.9967583,40.76267,18-Sep-2021,New York,1
-73.986289,40.6891367,18-Sep-2021,Kings,1
-73.9865412,40.7144869,17-Sep-2021,New York,1
-74.0027381,40.7549543,18-Sep-2021,New York,1
-73.8796365,40.865184,17-Sep-2021,Bronx,1
-73.9748867,40.7762416,17-Sep-2021,New York,1
-73.7642258,40.7377078,15-Sep-2021,Queens,1
-73.9700083,40.7688467,15-Sep-2021,New York,1
-74.0114481,40.7101646,16-Sep-2021,New York,1
-73.9634749,40.809503,14-Sep-2021,New York,1
-73.9533167,40.77103,15-Sep-2021,New York,1
-73.973725,40.779095,15-Sep-2021,New York,1
-74.1132664,40.6203496,11-Sep-2021,Richmond,1
-73.997995,40.7160867,06-Sep-2021,New York,1
-73.9661008,40.7875922,14-Sep-2021,New York,1
-73.8622253,40.567784,14-Sep-2021,Queens,1
-74.0250694,40.6866917,14-Sep-2021,New York,1
-73.9589056,40.7666306,14-Sep-2021,New York,1
-73.9735033,40.701275,14-Sep-2021,Kings,1
-73.817479,40.5827972,11-Sep-2021,Queens,1
-74.0225654,40.7068828,13-Sep-2021,New York,1
-73.9430617,40.81063,14-Sep-2021,New York,1
-73.9908032,40.6684822,14-Sep-2021,Kings,1
-73.87977,40.8655867,13-Sep-2021,Bronx,1
-73.9891703,40.757213,13-Sep-2021,New York,1
-73.987275,40.7552867,13-Sep-2021,New York,1
-73.9784867,40.7916117,13-Sep-2021,New York,1
-73.9912117,40.6855133,13-Sep-2021,Kings,1
-73.9791333,40.687695,13-Sep-2021,Kings,1
-74.0134255,40.7025078,13-Sep-2021,New York,1
-74.0014111,40.7058917,13-Sep-2021,New York,1
-74.0222001,40.6866113,12-Sep-2021,New York,1
-74.1665112,40.5648117,12-Sep-2021,Richmond,1
-73.8876883,40.8823917,11-Sep-2021,Bronx,1
-73.9588373,40.7440918,12-Sep-2021,Queens,1
-73.9922167,40.6838867,12-Sep-2021,Kings,1
-74.0152161,40.706941,12-Sep-2021,New York,1
-73.984755,40.6525633,11-Sep-2021,Kings,1
-73.9747664,40.7760388,11-Sep-2021,New York,1
-74.0453363,40.6907898,11-Sep-2021,New York,1
-74.001084,40.7549573,11-Sep-2021,New York,1
-74.0463715,40.6897964,11-Sep-2021,New York,1
-74.0130917,40.709295,11-Sep-2021,New York,1
-73.987625,40.7225917,11-Sep-2021,New York,1
-74.1108227,40.6259905,11-Sep-2021,Richmond,1
-73.972695,40.7011967,07-Sep-2021,Kings,1
-74.0224305,40.68983,11-Sep-2021,New York,1
-74.0023465,40.7534737,11-Sep-2021,New York,1
-73.9163133,40.7978133,10-Sep-2021,New York,1
-74.0023786,40.7534535,11-Sep-2021,New York,1
-73.9164117,40.79765,10-Sep-2021,New York,1
-74.0937304,40.6139108,11-Sep-2021,Richmond,1
-73.9839555,40.6566393,10-Sep-2021,Kings,1
-73.9864886,40.7768158,05-Sep-2021,New York,1
-73.8645053,40.7330212,10-Sep-2021,Queens,1
-73.9644982,40.6594514,10-Sep-2021,Kings,1
-74.0007083,40.6925883,09-Sep-2021,Kings,1
-73.9164717,40.7976583,09-Sep-2021,New York,1
-73.9910967,40.7300917,07-Sep-2021,New York,1
-73.9726633,40.73738,07-Sep-2021,New York,1
-73.9859833,40.7160183,07-Sep-2021,New York,1
-73.9747286,40.7763159,08-Sep-2021,New York,1
-73.9979129,40.5805725,08-Sep-2021,Kings,1
-73.9883033,40.7324467,07-Sep-2021,New York,1
-74.0151583,40.7181917,07-Sep-2021,New York,1
-74.0141086,40.6907138,08-Sep-2021,New York,1
-73.9658869,40.7879559,07-Sep-2021,New York,1
-73.9651138,40.7883255,07-Sep-2021,New York,1
-73.9688625,40.781006,07-Sep-2021,New York,1
-73.9669101,40.7876222,07-Sep-2021,New York,1
-73.942104,40.7762905,07-Sep-2021,New York,1
-73.9762653,40.7123256,07-Sep-2021,New York,1
-73.97673,40.7667617,06-Sep-2021,New York,1
-73.9749557,40.7762346,06-Sep-2021,New York,1
-73.9686855,40.7808304,06-Sep-2021,New York,1
-73.9686958,40.7805305,06-Sep-2021,New York,1
-73.9742522,40.7767183,06-Sep-2021,New York,1
-74.2179033,40.5087542,06-Sep-2021,Richmond,1
-74.223214,40.5474293,06-Sep-2021,Richmond,1
-74.0034778,40.6565883,01-Sep-2021,Kings,1
-74.1463668,40.5840831,09-Aug-2020,Richmond,1
-74.147925,40.616345,02-Sep-2021,Richmond,1
-74.1630052,40.5719228,25-Nov-2020,Richmond,1
-74.0573464,40.6067369,06-Jul-2021,Richmond,1
-73.94779,40.7710438,29-Aug-2021,New York,1
-74.0959549,40.5752451,28-Aug-2021,Richmond,1
-73.9723814,40.7587436,27-Aug-2021,New York,1
-73.9809,40.7655,26-Aug-2021,New York,1
-74.2270662,40.5492512,26-Aug-2021,Richmond,1
-74.0138639,40.7146583,25-Aug-2021,New York,1
-73.9909,40.6628806,25-Aug-2021,Kings,1
-73.9377201,40.7490987,25-Aug-2021,Queens,1
-74.1129608,40.56987,25-Aug-2021,Richmond,1
-73.9254487,40.5476174,25-Aug-2021,Queens,1
-73.9657377,40.788065,31-Aug-2021,New York,1
-73.9621658,40.7179756,25-Aug-2021,Kings,1
-73.9718783,40.5746783,24-Aug-2021,Kings,1
-74.0123827,40.7109242,25-Aug-2021,New York,1
-73.9645383,40.709495,25-Aug-2021,Kings,1
-74.1016306,40.6376306,25-Aug-2021,Richmond,1
-73.957174,40.763449,25-Aug-2021,New York,1
-73.929022,40.7649055,25-Aug-2021,Queens,1
-73.8763833,40.5666194,24-Aug-2021,Queens,1
-73.9907917,40.6628639,24-Aug-2021,Kings,1
-73.957378,40.8087404,23-Aug-2021,New York,1
-74.1812356,40.555515,23-Aug-2021,Richmond,1
-73.9957406,40.6491124,23-Aug-2021,Kings,1
-74.0025879,40.7355062,12-Aug-2021,New York,1
-73.9252167,40.8525658,23-Aug-2021,New York,1
-73.9237869,40.7909014,23-Aug-2021,New York,1
-73.9871472,40.7701726,13-Aug-2021,New York,1
-73.9956667,40.6490633,21-Aug-2021,Kings,1
-74.1112671,40.5667076,21-Aug-2021,Richmond,1
-73.9747995,40.7667458,21-Aug-2021,New York,1
-73.9815521,40.6891899,15-Aug-2021,Kings,1
-73.9501333,40.8303867,20-Aug-2021,New York,1
-74.0017761,40.760346,12-Aug-2021,New York,1
-74.0127143,40.6775676,20-Aug-2021,Kings,1
-74.0024475,40.755438,09-Aug-2021,New York,1
-73.9819292,40.7664075,21-Aug-2022,New York,1
-73.980882,40.7666232,21-Aug-2022,New York,1
-74.1812695,40.5555766,19-Aug-2021,Richmond,1
-73.968084,40.6427158,24-May-2022,Kings,1
